sample_id,label,data_source,confidence,sample_weight,audio_path,source,channel,domain,url,date
YT_00081,hoax,predicted_hoax,0.90562445,0.8201556444378025,./data/raw/youtube/audio/YT_00081.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=NRW9r26vlR0,20250807
YT_00867,hoax,predicted_hoax,0.8509966,0.72419521321156,./data/raw/youtube/audio/YT_00867.wav,youtube,Banjarmasin Post News Video,Banjarmasin Post News Video,https://www.youtube.com/watch?v=d-m3fr-LvVo,20250903
YT_00904,hoax,predicted_hoax,0.7720768,0.59610258509824,./data/raw/youtube/audio/YT_00904.wav,youtube,scientialoquendi,scientialoquendi,https://www.youtube.com/watch?v=apEleSRUV-I,20250702
YT_01161,hoax,predicted_hoax,0.7557137,0.57110319636769,./data/raw/youtube/audio/YT_01161.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=32-Lb0EkreM,20251107
YT_00039,hoax,predicted_hoax,0.7114333,0.50613734034889,./data/raw/youtube/audio/YT_00039.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=uebe3zV0AI8,20251015
YT_00046,hoax,predicted_hoax,0.7114333,0.50613734034889,./data/raw/youtube/audio/YT_00046.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=uebe3zV0AI8,20251015
YT_00132,hoax,predicted_hoax,0.7103637,0.50461658627769,./data/raw/youtube/audio/YT_00132.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=ZzeTtuLuf5E,20250815
YT_00665,hoax,predicted_hoax,0.7081671,0.50150064152241,./data/raw/youtube/audio/YT_00665.wav,youtube,Veritas Aktual,Veritas Aktual,https://www.youtube.com/watch?v=yekw0fusGh4,20251007
YT_00768,hoax,reclassified,0.6999324,0.48990536456976,./data/raw/youtube/audio/YT_00768.wav,youtube,TVAsuransi,TVAsuransi,https://www.youtube.com/watch?v=raZEWUlZlso,20250202
YT_01042,hoax,reclassified,0.6961417,0.48461326647888997,./data/raw/youtube/audio/YT_01042.wav,youtube,Kompas.com,Kompas.com,https://www.youtube.com/watch?v=XdAvKDQWul4,20250910
YT_00011,hoax,predicted_hoax,0.68284506,0.4662773759664036,./data/raw/youtube/audio/YT_00011.wav,youtube,Kompas.com,Kompas.com,https://www.youtube.com/watch?v=E7O5OwNqpxg,20251011
YT_00686,hoax,reclassified,0.68192726,0.46502478793110763,./data/raw/youtube/audio/YT_00686.wav,youtube,TV Tempo,TV Tempo,https://www.youtube.com/watch?v=IB9dlrx5dzE,20250909
YT_00457,hoax,reclassified,0.680788,0.46347230094399994,./data/raw/youtube/audio/YT_00457.wav,youtube,Tribun Sumsel,Tribun Sumsel,https://www.youtube.com/watch?v=OtcMH-lEhro,20251104
YT_00868,hoax,reclassified,0.6786777,0.4606034204772901,./data/raw/youtube/audio/YT_00868.wav,youtube,Tribunnews,Tribunnews,https://www.youtube.com/watch?v=zPGdMjTXpDA,20251024
YT_00488,hoax,reclassified,0.67696655,0.45828370981890243,./data/raw/youtube/audio/YT_00488.wav,youtube,Ringkas Saja,Ringkas Saja,https://www.youtube.com/watch?v=m1WHL1eO9HA,20250519
YT_01355,hoax,reclassified,0.67229086,0.45197500043953964,./data/raw/youtube/audio/YT_01355.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=CpUVble8JjM,20251105
YT_00078,hoax,reclassified,0.66679525,0.4446159054225624,./data/raw/youtube/audio/YT_00078.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=kKhW4JxeY88,20251024
YT_00827,hoax,reclassified,0.66347605,0.4402004689236025,./data/raw/youtube/audio/YT_00827.wav,youtube,Kompas.com,Kompas.com,https://www.youtube.com/watch?v=eDgmG9_gagc,20250921
YT_00426,hoax,reclassified,0.6615274,0.43761850095076,./data/raw/youtube/audio/YT_00426.wav,youtube,Forbes Breaking News,Forbes Breaking News,https://www.youtube.com/watch?v=zH61Zhbipy0,20251031
YT_00350,hoax,reclassified,0.66140527,0.43745693118377293,./data/raw/youtube/audio/YT_00350.wav,youtube,BWS Sumatera VII Bengkulu,BWS Sumatera VII Bengkulu,https://www.youtube.com/watch?v=gEYz0Vqq1rk,20251020
YT_00300,hoax,reclassified,0.64719385,0.41885987947782244,./data/raw/youtube/audio/YT_00300.wav,youtube,WION,WION,https://www.youtube.com/watch?v=wBUcfJLvWSo,20250902
YT_01046,hoax,reclassified,0.6470556,0.4186809494913599,./data/raw/youtube/audio/YT_01046.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=LzEOY68KQMU,20250923
YT_00231,hoax,reclassified,0.6377355,0.40670656796025,./data/raw/youtube/audio/YT_00231.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=b6tAUtMV2Ns,20251030
YT_01003,hoax,reclassified,0.6316762,0.39901482164644003,./data/raw/youtube/audio/YT_01003.wav,youtube,KOMPASTV,KOMPASTV,https://www.youtube.com/watch?v=XhNLBKfW9Oc,20250523
YT_00559,hoax,reclassified,0.6314403,0.39871685246408994,./data/raw/youtube/audio/YT_00559.wav,youtube,Tribunnews,Tribunnews,https://www.youtube.com/watch?v=m7P63fUK9Gw,20251104
YT_00638,hoax,reclassified,0.6288135,0.39540641778225005,./data/raw/youtube/audio/YT_00638.wav,youtube,Noirna,Noirna,https://www.youtube.com/watch?v=fHHTvV5nb14,20250822
YT_01146,hoax,reclassified,0.62827677,0.39473169972163297,./data/raw/youtube/audio/YT_01146.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=FlnS40jpswU,20250903
YT_00842,hoax,predicted_hoax,0.6180735,0.38201485140225006,./data/raw/youtube/audio/YT_00842.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=dETvgogJXlc,20251018
YT_01337,hoax,reclassified,0.60565007,0.36681200729100494,./data/raw/youtube/audio/YT_01337.wav,youtube,Tribunnews,Tribunnews,https://www.youtube.com/watch?v=BV0XrdsaJSo,20251007
YT_01522,hoax,reclassified,0.6026095,0.36313820949025,./data/raw/youtube/audio/YT_01522.wav,youtube,Tribunnews,Tribunnews,https://www.youtube.com/watch?v=aIc9a4lLUsc,20251025
YT_00033,hoax,reclassified,0.5985003,0.35820260910009,./data/raw/youtube/audio/YT_00033.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=ibfH_cJ1Tls,20250718
YT_01500,hoax,reclassified,0.5936828,0.35245926701583996,./data/raw/youtube/audio/YT_01500.wav,youtube,KompasTV Jember,KompasTV Jember,https://www.youtube.com/watch?v=epEGvx7iubU,20250618
YT_00527,hoax,reclassified,0.5925427,0.35110685132328995,./data/raw/youtube/audio/YT_00527.wav,youtube,Kompas.com,Kompas.com,https://www.youtube.com/watch?v=2cAsSJzVztU,20241203
YT_01515,hoax,predicted_hoax,0.592205,0.35070676202499995,./data/raw/youtube/audio/YT_01515.wav,youtube,Daniel K. Inouye Asia-Pacific Center for Security Studies,Daniel K. Inouye Asia-Pacific Center for Security Studies,https://www.youtube.com/watch?v=z1TR06DkKyk,20250710
YT_00845,hoax,predicted_hoax,0.5815574,0.33820900949476,./data/raw/youtube/audio/YT_00845.wav,youtube,Official iNews,Official iNews,https://www.youtube.com/watch?v=BSBCfw2XSpY,20251020
YT_00295,hoax,predicted_hoax,0.57986367,0.33624187578586895,./data/raw/youtube/audio/YT_00295.wav,youtube,PBS NewsHour,PBS NewsHour,https://www.youtube.com/watch?v=eyuNfHUYey0,20250907
YT_00221,hoax,reclassified,0.57925165,0.3355324740277225,./data/raw/youtube/audio/YT_00221.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=8vr9FZW-SNg,20251031
YT_00510,hoax,reclassified,0.5669246,0.32140350208516,./data/raw/youtube/audio/YT_00510.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=yUHBDTPWS6k,20251028
YT_01166,hoax,reclassified,0.56045043,0.314104684487185,./data/raw/youtube/audio/YT_01166.wav,youtube,Mahkamah Konstitusi RI,Mahkamah Konstitusi RI,https://www.youtube.com/watch?v=-TwNVynVBcA,20250909
YT_00035,hoax,predicted_hoax,0.5571535,0.31042002256225,./data/raw/youtube/audio/YT_00035.wav,youtube,Wakil Presiden Republik Indonesia,Wakil Presiden Republik Indonesia,https://www.youtube.com/watch?v=6VqmcAAsA5E,20250331
YT_00529,hoax,predicted_hoax,0.5518689,0.30455928278721,./data/raw/youtube/audio/YT_00529.wav,youtube,SINDOnews,SINDOnews,https://www.youtube.com/watch?v=kMaxDGEWJNA,20241021
YT_01213,hoax,predicted_hoax,0.549186,0.30160526259599996,./data/raw/youtube/audio/YT_01213.wav,youtube,KONTAN TV,KONTAN TV,https://www.youtube.com/watch?v=Fn8mYl8rbQI,20250814
YT_00363,hoax,reclassified,0.549045,0.301450412025,./data/raw/youtube/audio/YT_00363.wav,youtube,CNA,CNA,https://www.youtube.com/watch?v=9z6eV0UXT5s,20241021
YT_00609,hoax,reclassified,0.5436903,0.29559914231408996,./data/raw/youtube/audio/YT_00609.wav,youtube,Official iNews,Official iNews,https://www.youtube.com/watch?v=PdyAvL8soVQ,20251024
YT_00382,hoax,predicted_hoax,0.5370297,0.28840089868209007,./data/raw/youtube/audio/YT_00382.wav,youtube,media ngasal,media ngasal,https://www.youtube.com/watch?v=rbdKzgBivbM,20251026
YT_01018,hoax,reclassified,0.5241244,0.27470638667536007,./data/raw/youtube/audio/YT_01018.wav,youtube,Pengadilan Negeri Negara,Pengadilan Negeri Negara,https://www.youtube.com/watch?v=C_XaftvmoMg,20250811
YT_00261,hoax,predicted_hoax,0.5226921,0.27320703140241,./data/raw/youtube/audio/YT_00261.wav,youtube,Kompas.com,Kompas.com,https://www.youtube.com/watch?v=hx_fvI05Lx0,20251029
YT_00416,hoax,reclassified,0.51207227,0.2622180097029529,./data/raw/youtube/audio/YT_00416.wav,youtube," 786,FactPulse"," 786,FactPulse",https://www.youtube.com/watch?v=tDC8SAkqhoM,20251031
YT_00526,hoax,predicted_hoax,0.5112968,0.26142441769024,./data/raw/youtube/audio/YT_00526.wav,youtube,Media Indonesia,Media Indonesia,https://www.youtube.com/watch?v=BLI3O2TSFKw,20250908
YT_00593,hoax,reclassified,0.50996035,0.26005955857212243,./data/raw/youtube/audio/YT_00593.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=y-S4afI6wPc,20250909
YT_00675,hoax,predicted_hoax,0.50288403,0.25289234762904095,./data/raw/youtube/audio/YT_00675.wav,youtube,Veritas Aktual,Veritas Aktual,https://www.youtube.com/watch?v=e2_cSpa0tsA,20251007
YT_00839,hoax,predicted_hoax,0.5026624,0.25266948837375997,./data/raw/youtube/audio/YT_00839.wav,youtube,Harian Surya,Harian Surya,https://www.youtube.com/watch?v=0sex-CP43oA,20251102
YT_00441,valid,high_confidence,0.9949492,0.98992391058064,./data/raw/youtube/audio/YT_00441.wav,youtube,IDX CHANNEL,IDX CHANNEL,https://www.youtube.com/watch?v=CGJmj4Q_Uok,20251104
YT_01152,valid,high_confidence,0.9924583,0.9849734772388901,./data/raw/youtube/audio/YT_01152.wav,youtube,TVR PARLEMEN,TVR PARLEMEN,https://www.youtube.com/watch?v=pNkWV0hr2sA,20241223
YT_00458,valid,high_confidence,0.9921681,0.98439753865761,./data/raw/youtube/audio/YT_00458.wav,youtube,Tribun Pontianak,Tribun Pontianak,https://www.youtube.com/watch?v=gHfU0pnFHMs,20251103
YT_01315,valid,high_confidence,0.9920474,0.9841580438467601,./data/raw/youtube/audio/YT_01315.wav,youtube,Kemensos RI,Kemensos RI,https://www.youtube.com/watch?v=RzZcTd9IOuA,20251021
YT_00258,valid,high_confidence,0.9920121,0.9840880065464099,./data/raw/youtube/audio/YT_00258.wav,youtube,moneycontrol,moneycontrol,https://www.youtube.com/watch?v=HprMUWWcvcc,20251025
YT_00128,valid,high_confidence,0.9913112,0.9826978952454399,./data/raw/youtube/audio/YT_00128.wav,youtube,Harian Kompas,Harian Kompas,https://www.youtube.com/watch?v=dNmFuxJLH8w,20251028
YT_00123,valid,high_confidence,0.991,0.982081,./data/raw/youtube/audio/YT_00123.wav,youtube,Official iNews,Official iNews,https://www.youtube.com/watch?v=flkqzFIdI4w,20251030
YT_00215,valid,high_confidence,0.991,0.982081,./data/raw/youtube/audio/YT_00215.wav,youtube,Official iNews,Official iNews,https://www.youtube.com/watch?v=flkqzFIdI4w,20251030
YT_00466,valid,high_confidence,0.99083227,0.9817485872733528,./data/raw/youtube/audio/YT_00466.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=KpLnA6d_bS4,20251104
YT_01014,valid,high_confidence,0.99079764,0.9816799634295696,./data/raw/youtube/audio/YT_01014.wav,youtube,Pengadilan Negeri Negara,Pengadilan Negeri Negara,https://www.youtube.com/watch?v=yj0sypUlHHY,20250302
YT_00170,valid,high_confidence,0.9907115,0.9815092762322499,./data/raw/youtube/audio/YT_00170.wav,youtube,CNBC Indonesia,CNBC Indonesia,https://www.youtube.com/watch?v=5MqMu2-d9Z4,20251010
YT_01226,valid,high_confidence,0.9907064,0.98149917100096,./data/raw/youtube/audio/YT_01226.wav,youtube,IDX CHANNEL,IDX CHANNEL,https://www.youtube.com/watch?v=pp8gcF-fJwM,20251101
YT_01209,valid,high_confidence,0.99060273,0.9812937686834529,./data/raw/youtube/audio/YT_01209.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=lWuM5FREB48,20250628
YT_00366,valid,high_confidence,0.9905337,0.98115701083569,./data/raw/youtube/audio/YT_00366.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=SjloTgmd2Js,20251104
YT_00218,valid,high_confidence,0.9905337,0.98115701083569,./data/raw/youtube/audio/YT_00218.wav,youtube,KOMPASTV,KOMPASTV,https://www.youtube.com/watch?v=w51SmegjlFs,20251030
YT_00558,valid,high_confidence,0.99038893,0.9808702326665448,./data/raw/youtube/audio/YT_00558.wav,youtube,KOMPASTV,KOMPASTV,https://www.youtube.com/watch?v=2PG9_DSQN6M,20250921
YT_01385,valid,high_confidence,0.9901434,0.98038395256356,./data/raw/youtube/audio/YT_01385.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=fHD83vhZHXI,20251031
YT_01154,valid,high_confidence,0.9900676,0.9802338525697601,./data/raw/youtube/audio/YT_01154.wav,youtube,The Financial Express,The Financial Express,https://www.youtube.com/watch?v=OXyIsVCmDhs,20251031
YT_00821,valid,high_confidence,0.9899177,0.97993705277329,./data/raw/youtube/audio/YT_00821.wav,youtube,Tribun Kaltim Official,Tribun Kaltim Official,https://www.youtube.com/watch?v=dACklkVRhLk,20251102
YT_01370,valid,high_confidence,0.9898727,0.9798479622052901,./data/raw/youtube/audio/YT_01370.wav,youtube,Tribunnews,Tribunnews,https://www.youtube.com/watch?v=UTP7ZgqufhU,20251104
YT_01438,valid,high_confidence,0.9897419,0.9795890286156099,./data/raw/youtube/audio/YT_01438.wav,youtube,INFO PAGI,INFO PAGI,https://www.youtube.com/watch?v=Zf-JZitKuPE,20250731
YT_00536,valid,high_confidence,0.989652,0.979411081104,./data/raw/youtube/audio/YT_00536.wav,youtube,Liputan6,Liputan6,https://www.youtube.com/watch?v=uPC5ts-8rLI,20251105
YT_00288,valid,high_confidence,0.9895864,0.97928124306496,./data/raw/youtube/audio/YT_00288.wav,youtube,KOMPASTV,KOMPASTV,https://www.youtube.com/watch?v=yqc30ynJui8,20251022
YT_01314,valid,high_confidence,0.9895475,0.9792042547562501,./data/raw/youtube/audio/YT_01314.wav,youtube,Kemensos RI,Kemensos RI,https://www.youtube.com/watch?v=ucCbJ42w-HM,20251010
YT_00053,valid,high_confidence,0.9894505,0.97901229195025,./data/raw/youtube/audio/YT_00053.wav,youtube,BBC News Indonesia,BBC News Indonesia,https://www.youtube.com/watch?v=jWjoYMAUm8w,20250804
YT_00480,valid,high_confidence,0.9892993,0.97871310498049,./data/raw/youtube/audio/YT_00480.wav,youtube,Toll News,Toll News,https://www.youtube.com/watch?v=fgMNY-iulto,20251027
YT_00414,valid,high_confidence,0.9891521,0.97842187693441,./data/raw/youtube/audio/YT_00414.wav,youtube,GARUDA TV,GARUDA TV,https://www.youtube.com/watch?v=yd_M2HRLKFU,20251105
YT_01338,valid,high_confidence,0.9891306,0.9783793438563599,./data/raw/youtube/audio/YT_01338.wav,youtube,Tribun Sumsel,Tribun Sumsel,https://www.youtube.com/watch?v=LHH3kr3uuf8,20251021
YT_00769,valid,high_confidence,0.98895735,0.9780366401190224,./data/raw/youtube/audio/YT_00769.wav,youtube,KOMPASTV KENDARI,KOMPASTV KENDARI,https://www.youtube.com/watch?v=bhTbYPDTZC8,20241230
YT_00463,valid,high_confidence,0.9889444,0.9780110262913599,./data/raw/youtube/audio/YT_00463.wav,youtube,KOMPASTV,KOMPASTV,https://www.youtube.com/watch?v=1GsJFwOsGw8,20251104
YT_00056,valid,high_confidence,0.9889065,0.97793606574225,./data/raw/youtube/audio/YT_00056.wav,youtube,Harian Kompas,Harian Kompas,https://www.youtube.com/watch?v=xsnLGtYdwDo,20250801
YT_00506,valid,high_confidence,0.9888003,0.9777260332800899,./data/raw/youtube/audio/YT_00506.wav,youtube,BBC News Indonesia,BBC News Indonesia,https://www.youtube.com/watch?v=MmJFbvb4Aq0,20250528
YT_00697,valid,high_confidence,0.9887948,0.97771515650704,./data/raw/youtube/audio/YT_00697.wav,youtube,Kompas.com,Kompas.com,https://www.youtube.com/watch?v=yE0t0hBtJ14,20251003
YT_01497,valid,high_confidence,0.98860323,0.977336346366433,./data/raw/youtube/audio/YT_01497.wav,youtube,Sin Po tv,Sin Po tv,https://www.youtube.com/watch?v=E2TECjjrV7s,20250110
YT_00092,valid,high_confidence,0.9885423,0.97721587888929,./data/raw/youtube/audio/YT_00092.wav,youtube,Mahkamah Agung Republik Indonesia,Mahkamah Agung Republik Indonesia,https://www.youtube.com/watch?v=XGwJYx8vCF4,20241122
YT_00164,valid,high_confidence,0.9885252,0.97718207103504,./data/raw/youtube/audio/YT_00164.wav,youtube,IDX Channel Insight,IDX Channel Insight,https://www.youtube.com/watch?v=dnF7qSmly0I,20250916
YT_00187,valid,high_confidence,0.98845077,0.977034924713593,./data/raw/youtube/audio/YT_00187.wav,youtube,Tribun MedanTV,Tribun MedanTV,https://www.youtube.com/watch?v=DpWBxlArUQI,20251007
YT_00956,valid,high_confidence,0.9883918,0.9769183503072401,./data/raw/youtube/audio/YT_00956.wav,youtube,Tribunnews,Tribunnews,https://www.youtube.com/watch?v=Ab3eAdLjXV8,20251107
YT_00012,valid,high_confidence,0.98825467,0.976647292776809,./data/raw/youtube/audio/YT_00012.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=UVaPwaNh9Ts,20241023
YT_01049,valid,high_confidence,0.98819053,0.976520523581681,./data/raw/youtube/audio/YT_01049.wav,youtube,DPR RI,DPR RI,https://www.youtube.com/watch?v=RhSHZSlsvjs,20250422
YT_01169,valid,high_confidence,0.9881544,0.97644911823936,./data/raw/youtube/audio/YT_01169.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=BOxpcfKvCGA,20250925
YT_01162,valid,high_confidence,0.98814756,0.9764356003339537,./data/raw/youtube/audio/YT_01162.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=5vZQUwigLpo,20250928
YT_01354,valid,high_confidence,0.9879815,0.9761074443422499,./data/raw/youtube/audio/YT_01354.wav,youtube,Tribun MedanTV,Tribun MedanTV,https://www.youtube.com/watch?v=emRN9d0K8ug,20251104
YT_01151,valid,high_confidence,0.9879578,0.97606061458084,./data/raw/youtube/audio/YT_01151.wav,youtube,UBTV BRAWIJAYA,UBTV BRAWIJAYA,https://www.youtube.com/watch?v=BTD6urCT2Xw,20241225
YT_01524,valid,high_confidence,0.98791796,0.9759818956905616,./data/raw/youtube/audio/YT_01524.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=wzGc1HX76MQ,20251026
YT_00230,valid,high_confidence,0.9877814,0.97571209418596,./data/raw/youtube/audio/YT_00230.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=vxu5Lspc9KA,20251030
YT_00085,valid,high_confidence,0.9877244,0.9755994903553599,./data/raw/youtube/audio/YT_00085.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=3pUfS32vgFk,20250821
YT_00225,valid,high_confidence,0.9875803,0.97531484894809,./data/raw/youtube/audio/YT_00225.wav,youtube,tribunjabar video,tribunjabar video,https://www.youtube.com/watch?v=axJaXwiWFDY,20251030
YT_01445,valid,high_confidence,0.98751765,0.9751911090615225,./data/raw/youtube/audio/YT_01445.wav,youtube,INFO PAGI,INFO PAGI,https://www.youtube.com/watch?v=WE4SU-KW_sg,20250826
YT_00871,valid,high_confidence,0.98743033,0.975018656603909,./data/raw/youtube/audio/YT_00871.wav,youtube,TribunJakarta Official,TribunJakarta Official,https://www.youtube.com/watch?v=ZpQ_j1cwLyo,20250702
YT_00322,valid,high_confidence,0.9874164,0.97499114698896,./data/raw/youtube/audio/YT_00322.wav,youtube,Harian Kompas,Harian Kompas,https://www.youtube.com/watch?v=s9cR_ddTkTY,20250921
